separation_in_sigma,eta,kla_r,mil_r
5.22,0.03317197121975906,0.11714426070091363,0.8
5.23,0.03274148011191718,0.1158000591174566,0.8
5.24,0.03231576782215888,0.11446674789527087,0.8
5.25,0.0318947933621571,0.11314431523104114,0.8
5.26,0.03147851592401213,0.11183274794766246,0.8
5.2700000000000005,0.0310668948819552,0.11053203151158353,0.8
5.28,0.030659889794007515,0.10924215005040651,0.8
5.29,0.030257460403594377,0.10796308637072886,0.8
5.3,0.029859566641115533,0.10669482197621871,0.8
5.3100000000000005,0.02946616862547153,0.10543733708590974,0.8
5.32,0.029077226665546733,0.10419061065270521,0.8
5.33,0.028692701261649033,0.10295462038207832,0.8
5.34,0.02831255310690697,0.10172934275095885,0.8
5.3500000000000005,0.027936743088624438,0.1005147530267935,0.8
5.36,0.027565232289593337,0.09931082528676932,0.8
5.37,0.027197981989364434,0.09811753243718772,0.8
5.38,0.02683495366547702,0.09693484623297952,0.8
5.39,0.02647610899464766,0.09576273729734898,0.8
5.4,0.026121409853918223,0.09460117514153553,0.8
5.41,0.025770818321763894,0.0934501281846835,0.8
5.42,0.02542429667916104,0.09230956377380733,0.8
5.43,0.025081807410615962,0.0911794482038437,0.8
5.44,0.02474331320515428,0.09005974673777827,0.8
5.45,0.02440877695727191,0.08895042362683829,0.8
5.46,0.024078161767847283,0.08785144213073874,0.8
5.47,0.023751430945016038,0.08676276453797462,0.8
5.48,0.023428548005007887,0.08568435218614698,0.8
5.49,0.0231094766729465,0.08461616548231507,0.8
5.5,0.022794180883612344,0.08355816392336277,0.8
5.51,0.02248262478216929,0.08251030611637192,0.8
5.5200000000000005,0.022174772724855185,0.08147254979899236,0.8
5.53,0.0218705892796368,0.08044485185979959,0.8
5.54,0.021570039226829388,0.07942716835863096,0.8
5.55,0.021273087559681585,0.07841945454689232,0.8
5.5600000000000005,0.0209796994849257,0.07742166488782598,0.8
5.57,0.020689840423294126,0.0764337530767323,0.8
5.58,0.020403476010001746,0.07545567206113526,0.8
5.59,0.020120572095195417,0.07448737406088628,0.8
5.6000000000000005,0.01984109474437027,0.07352881058819608,0.8
5.61,0.019565010238753795,0.07257993246758943,0.8
5.62,0.01929228507565748,0.07164068985577263,0.8
5.63,0.01902288596879701,0.0707110322614092,0.8
5.64,0.01875677984858105,0.06979090856479499,0.8
5.65,0.018493933862369062,0.06888026703742635,0.8
5.66,0.018234315374698735,0.06797905536145543,0.8
5.67,0.017977891967483048,0.06708722064902474,0.8
5.68,0.017724631440177767,0.06620470946147623,0.8
5.69,0.017474501809919565,0.06533146782842801,0.8
5.7,0.017227471311635108,0.06446744126671315,0.8
5.71,0.016983508398121638,0.06361257479917486,0.8
5.72,0.016742581740099346,0.06276681297331253,0.8
5.73,0.01650466022623592,0.06193009987977362,0.8
5.74,0.016269712963143865,0.061102379170686484,0.8
5.75,0.01603770927535055,0.06028359407782839,0.8
5.76,0.015808618705241848,0.05947368743062544,0.8
5.7700000000000005,0.01558241101297945,0.05867260167397876,0.8
5.78,0.015359056176392384,0.05788027888591354,0.8
5.79,0.01513852439084298,0.05709666079504596,0.8
5.8,0.014920786069067842,0.05632168879786515,0.8
5.8100000000000005,0.014705811840994138,0.055555303975825664,0.8
5.82,0.0144935725535315,0.05479744711224737,0.8
5.83,0.014284039270340053,0.054048058709019124,0.8
5.84,0.014077183271574843,0.053307079003103365,0.8
5.8500000000000005,0.01387297605360713,0.05257444798283841,0.8
5.86,0.013671389328722949,0.05185010540403621,0.8
5.87,0.013472395024799062,0.05113399080587168,0.8
5.88,0.013275965284957045,0.05042604352656267,0.8
5.89,0.013082072467195564,0.04972620271883713,0.8
5.9,0.01289068914400147,0.0490344073651861,0.8
5.91,0.012701788101939886,0.04835059629290012,0.8
5.92,0.01251534234122367,0.04767470818888724,0.8
5.93,0.012331325075262772,0.04700668161427128,0.8
5.94,0.012149709730193685,0.046346455018768676,0.8
5.95,0.0119704699443895,0.04569396675484289,0.8
5.96,0.011793579567950659,0.045049155091634104,0.8
5.97,0.011619012662177136,0.0444119582286648,0.8
5.98,0.011446743499022083,0.04378231430931899,0.8
5.99,0.011276746560527547,0.043160161434095214,0.8
6.0,0.011108996538242306,0.042545437673631725,0.8
