sequence,condition,arm,frames,ospa,gospa,loc2,miss2,false2,countError,raw_bytes,delivered_raw_bytes,wire_bytes,runtime_s,experiment,cohort,pd
0008,reliable,marked_gaussian_evidence_guarded_scalar,410,5.104476791073404,13.817313079027022,15.996761239684792,82.18536585365854,125.5609756097561,1.602439024390244,37399840,37399840,43588096,401.1439642916667,motion,seen_transfer,0.9
0008,reliable,marked_gaussian_evidence,410,5.180773258573816,14.038310933016287,14.816614512488508,82.53658536585365,132.2341463414634,1.7097560975609756,36925696,36925696,43047424,324.3689610416667,motion,seen_transfer,0.9
0008,intermittent,marked_lineage,410,6.092930499590912,16.451463824016102,18.279788171632813,96.05853658536586,182.2829268292683,2.4926829268292683,30206192,19301688,37181952,343.8304093333333,motion,seen_transfer,0.9
0008,intermittent,marked_asymmetric,410,5.805732355496254,15.52265458368028,17.582050816860075,93.24878048780488,157.69756097560975,2.2439024390243905,29615056,18717920,35772928,280.5991808333333,motion,seen_transfer,0.9
0008,intermittent,marked_gaussian_evidence_guarded_scalar,410,5.774801610298869,15.407366887368646,17.34666795718537,91.93170731707318,154.53658536585365,2.228048780487805,44935808,28453280,52222464,285.4719435833333,motion,seen_transfer,0.9
0008,intermittent,marked_gaussian_evidence,410,5.825066028307902,15.550210267640436,17.59261856261752,89.20975609756097,160.33170731707318,2.270731707317073,44656320,28398368,50829824,334.8594904583333,motion,seen_transfer,0.9
0009,reliable,marked_lineage,315,6.759739336228244,20.156374615258454,36.7131156726586,357.25714285714287,43.885714285714286,4.365079365079365,13289256,13289256,18234112,97.88847241666667,motion,seen_transfer,0.9
0009,reliable,marked_asymmetric,315,6.837801613101685,20.079361019893554,32.079653783217985,369.37142857142857,34.05714285714286,4.6571428571428575,13419552,13419552,18463488,82.76717933333333,motion,seen_transfer,0.9
0009,reliable,marked_gaussian_evidence_guarded_scalar,315,6.763840113403651,19.856692966852624,32.59308263513675,360.9142857142857,33.371428571428574,4.549206349206349,20073600,20073600,25672448,85.86493683333333,motion,seen_transfer,0.9
0009,reliable,marked_gaussian_evidence,315,6.712982299681257,19.724441170738103,32.53759029946284,355.8857142857143,32.68571428571428,4.495238095238095,19960256,19960256,25410304,91.464899125,motion,seen_transfer,0.9
0009,intermittent,marked_lineage,315,7.044395376474388,20.963822682890466,32.80619050306701,386.4,51.77142857142857,4.660317460317461,13113648,9806448,17988352,74.22892791666666,motion,seen_transfer,0.9
0009,intermittent,marked_asymmetric,315,7.091290626592607,20.82455913536288,31.557384682050166,392.6857142857143,40.0,4.898412698412699,13788200,10244808,19004160,60.99211270833333,motion,seen_transfer,0.9
0009,intermittent,marked_gaussian_evidence_guarded_scalar,315,6.963155281201598,20.544860460105344,31.0814026381018,381.7142857142857,42.857142857142854,4.7063492063492065,20852224,15486464,26393344,111.66331829166667,motion,seen_transfer,0.9
