time,receiver,formation,predictedLabelCount,localLabelCount,fusedLabelCount,predictedMass,localMass,localUpdateMassChange,preEtaMass,fusedMass,poolingMassChangeFromLocal,spatialMassLoss,prunedMass,retainedNotOutputMass,localMapCount,outputMapCount,zeroPdLabelCount,zeroPdMaxAbsLocalChange,weakBeforeSpatialCount,normalizerFallbackCount
4,19,4,24,24,24,3.76668879695349,3.36159776735555,-0.40509102959794,4.11943039496699,3.56670676019203,0.757832627611437,0.552723634774962,0,1.60632988772361,3,3,20,6.93889390390723e-18,20,4
4,20,4,24,24,24,4.25748520386438,3.73192651859644,-0.525558685267946,3.46841397554845,3.19420251611096,-0.263512543047986,0.274211459437495,0,1.39408663147668,4,3,20,6.93889390390723e-18,21,7
4,21,4,24,24,24,4.15525735426224,5.1047285121063,0.949471157844057,4.5606219106792,4.46644256063462,-0.544106601427094,0.0941793500445804,0,1.15071036345525,5,4,20,6.93889390390723e-18,20,3
4,22,4,24,24,24,4.11464911047724,4.14746516941207,0.032816058934829,5.04321366285478,4.96129900825879,0.895748493442712,0.0819146545959866,0,1.05293007266089,4,5,20,6.93889390390723e-18,20,6
4,23,4,24,24,24,4.98322364311873,4.83338633422615,-0.149837308892587,4.43077429278583,4.30477940971471,-0.402612041440319,0.125994883071121,0,1.14518863200334,5,4,20,6.93889390390723e-18,20,7
4,24,4,24,24,24,4.43203065657249,4.40355519302745,-0.0284754635450462,4.74000999612282,4.6686819908806,0.336454803095369,0.0713280052422149,0,1.12251491475421,4,4,20,6.93889390390723e-18,20,1
4,25,5,24,24,24,3.43355015211107,3.67473245435226,0.241182302241183,4.97469303875046,4.86662259917178,1.29996058439821,0.108070439578682,0,1.07629515199158,3,5,20,6.93889390390723e-18,20,3
4,26,5,24,24,24,4.90078521653159,5.15391229187762,0.253127075346031,4.63977587257678,4.56023197586191,-0.514136419300839,0.0795438967148714,0,1.12841493012548,5,4,20,6.93889390390723e-18,20,4
4,27,5,24,24,24,4.97273065581967,5.15476200686848,0.182031351048811,5.15428806467565,5.15167305673289,-0.000473942192829035,0.00261500794276071,0,1.10458216525039,5,5,20,6.93889390390723e-18,20,2
4,28,5,24,24,24,5.0300301756127,5.04495006239733,0.0149198867846305,5.15791271919355,5.12582384615773,0.112962656796214,0.0320888730358151,0,1.09252889858149,5,5,20,6.93889390390723e-18,20,2
