condition,backend,frame,robot,phase,left_count,right_count,common_labels,same_labels,exact,maximum_existence_difference,maximum_mean_difference,maximum_covariance_difference,equal
intermittent,GCE,123,1,target_local,4,1,0,False,False,0.0,0.0,0.0,False
intermittent,GCE,123,1,target_posterior,4,1,0,False,False,0.0,0.0,0.0,False
intermittent,GCE,123,2,predicted,20,19,19,False,False,0.0004592669135757843,0.021447111575476185,0.0,False
intermittent,GCE,123,2,local,19,18,18,False,False,0.0004592669135756733,0.021447111575476185,14.946908884349654,False
intermittent,GCE,123,2,posterior,19,18,18,False,False,0.0004592669135756733,0.021447111575476185,14.946908884349654,False
intermittent,GCE,123,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,123,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,124,1,predicted,246,31,29,False,False,0.9712118562424743,2.5167291782306975,0.0,False
intermittent,GCE,124,1,local,234,20,18,False,False,0.9891658307147143,1.9317442855701583,7.72092201208772,False
intermittent,GCE,124,1,posterior,234,20,18,False,False,0.9891658307147143,1.9317442855701583,7.72092201208772,False
intermittent,GCE,124,1,target_local,214,2,2,False,False,0.9891658307147143,1.5484214582759246,7.72092201208772,False
intermittent,GCE,124,1,target_posterior,214,2,2,False,False,0.9891658307147143,1.5484214582759246,7.72092201208772,False
intermittent,GCE,124,2,predicted,23,22,22,False,False,0.00045467424444001203,0.02213442529181009,0.0,False
intermittent,GCE,124,2,local,18,17,17,False,False,0.00045467424444012305,0.02213442529181009,15.942621422877977,False
intermittent,GCE,124,2,posterior,18,17,17,False,False,0.00045467424444012305,0.02213442529181009,15.942621422877977,False
intermittent,GCE,124,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,124,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,125,1,predicted,243,29,27,False,False,0.9792741724075671,1.9317442855701583,0.0,False
intermittent,GCE,125,1,local,229,20,18,False,False,0.8976796905834119,2.311656580546396,5.63457284000509,False
intermittent,GCE,125,1,posterior,229,20,18,False,False,0.8976796905834119,2.311656580546396,5.63457284000509,False
intermittent,GCE,125,1,target_local,1,2,1,False,False,0.0006120426272192244,0.7825070441178421,4.122586220640315,False
intermittent,GCE,125,1,target_posterior,1,2,1,False,False,0.0006120426272192244,0.7825070441178421,4.122586220640315,False
intermittent,GCE,125,2,predicted,20,19,19,False,False,0.00045012750199568963,0.022821739008143993,0.0,False
intermittent,GCE,125,2,local,17,16,16,False,False,0.0004501275019955786,0.022821739008143993,16.9706593274895,False
intermittent,GCE,125,2,posterior,17,16,16,False,False,0.0004501275019955786,0.022821739008143993,16.9706593274895,False
intermittent,GCE,125,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,125,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,126,1,predicted,238,29,27,False,False,0.8887028936775777,2.5050789407924428,0.0,False
intermittent,GCE,126,1,local,231,21,19,False,False,0.9805787250743835,2.6835480414014197,7.732326867419504,False
intermittent,GCE,126,1,posterior,231,21,19,False,False,0.9805787250743835,2.6835480414014197,7.732326867419504,False
intermittent,GCE,126,1,target_local,3,1,0,False,False,0.0,0.0,0.0,False
intermittent,GCE,126,1,target_posterior,3,1,0,False,False,0.0,0.0,0.0,False
intermittent,GCE,126,2,predicted,19,18,18,False,False,0.00044562622697552623,0.023509052724477897,0.0,False
intermittent,GCE,126,2,local,14,14,14,True,False,0.00044562622697552623,0.023509052724477897,18.031022598184222,False
intermittent,GCE,126,2,posterior,14,14,14,True,False,0.00044562622697552623,0.023509052724477897,18.031022598184222,False
intermittent,GCE,126,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,126,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,127,1,predicted,243,33,31,False,False,0.9707729378236396,2.6835480414014197,0.0,False
intermittent,GCE,127,1,local,235,25,23,False,False,0.9872535394562237,1.8349489847170486,8.244331488163589,False
intermittent,GCE,127,1,posterior,235,25,23,False,False,0.9872535394562237,1.8349489847170486,8.244331488163589,False
intermittent,GCE,127,1,target_local,214,2,2,False,False,0.9872535394562237,1.2472688643489072,8.244331488163589,False
intermittent,GCE,127,1,target_posterior,214,2,2,False,False,0.9872535394562237,1.2472688643489072,8.244331488163589,False
intermittent,GCE,127,2,predicted,16,16,16,True,False,0.00044116996470577874,0.0241963664408118,0.0,False
intermittent,GCE,127,2,local,13,13,13,True,False,0.00044116996470577874,0.0241963664408118,19.123711234962173,False
intermittent,GCE,127,2,posterior,13,13,13,True,False,0.00044116996470577874,0.0241963664408118,19.123711234962173,False
intermittent,GCE,127,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,127,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,128,1,predicted,245,35,33,False,False,0.9773810040616615,1.8349489847170486,0.0,False
intermittent,GCE,128,1,local,236,25,23,False,False,0.9896359563880373,1.8700168220812776,7.5126448081334685,False
intermittent,GCE,128,1,posterior,236,25,23,False,False,0.9896359563880373,1.8700168220812776,7.5126448081334685,False
intermittent,GCE,128,1,target_local,213,2,2,False,False,0.9896359563880373,1.081856765607001,7.5126448081334685,False
intermittent,GCE,128,1,target_posterior,213,2,2,False,False,0.9896359563880373,1.081856765607001,7.5126448081334685,False
intermittent,GCE,128,2,predicted,14,14,14,True,False,0.0004367582650587343,0.024883680157145704,0.0,False
intermittent,GCE,128,2,local,11,11,11,True,False,0.0004367582650587343,0.024883680157145704,20.248725237823237,False
intermittent,GCE,128,2,posterior,11,11,11,True,False,0.0004367582650587343,0.024883680157145704,20.248725237823237,False
intermittent,GCE,128,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,128,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,129,1,predicted,249,38,36,False,False,0.9797395968241569,1.8700168220812776,0.0,False
intermittent,GCE,129,1,local,238,29,27,False,False,0.9900278836907735,1.5943539790108086,6.466607632248245,False
intermittent,GCE,129,1,posterior,238,29,27,False,False,0.9900278836907735,1.5943539790108086,6.466607632248245,False
intermittent,GCE,129,1,target_local,212,2,2,False,False,0.9900278836907735,1.5943539790108086,6.466607632248245,False
intermittent,GCE,129,1,target_posterior,212,2,2,False,False,0.9900278836907735,1.5943539790108086,6.466607632248245,False
intermittent,GCE,129,2,predicted,12,12,12,True,False,0.0004323906824080792,0.02557099387347961,0.0,False
intermittent,GCE,129,2,local,10,10,10,True,False,0.0004323906824080792,0.02557099387347961,21.40606460676753,False
intermittent,GCE,129,2,posterior,10,10,10,True,False,0.0004323906824080792,0.02557099387347961,21.40606460676753,False
intermittent,GCE,129,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,129,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,130,1,predicted,249,40,38,False,False,0.9801276048538659,1.5943539790108086,0.0,False
intermittent,GCE,130,1,local,240,29,27,False,False,0.9906854483850005,1.7559183590191565,7.584500930353672,False
intermittent,GCE,130,1,posterior,240,29,27,False,False,0.9906854483850005,1.7559183590191565,7.584500930353672,False
intermittent,GCE,130,1,target_local,210,2,1,False,False,0.9906854483850005,0.7903840645679869,3.5545455927177194,False
intermittent,GCE,130,1,target_posterior,210,2,1,False,False,0.9906854483850005,0.7903840645679869,3.5545455927177194,False
intermittent,GCE,130,2,predicted,12,12,12,True,False,0.00042806677558404616,0.026258307589813512,0.0,False
intermittent,GCE,130,2,local,10,10,10,True,False,0.00042806677558404616,0.026258307589813512,22.595729341794936,False
intermittent,GCE,130,2,posterior,10,10,10,True,False,0.00042806677558404616,0.026258307589813512,22.595729341794936,False
intermittent,GCE,130,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,130,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,131,1,predicted,253,42,40,False,False,0.9807785939011505,1.7559183590191565,0.0,False
intermittent,GCE,131,1,local,241,28,26,False,False,0.989963142795167,1.665674813169764,7.061098060319384,False
intermittent,GCE,131,1,posterior,241,28,26,False,False,0.989963142795167,1.665674813169764,7.061098060319384,False
intermittent,GCE,131,1,target_local,211,2,2,False,False,0.989963142795167,1.1107556326517845,6.887364986458335,False
intermittent,GCE,131,1,target_posterior,211,2,2,False,False,0.989963142795167,1.1107556326517845,6.887364986458335,False
intermittent,GCE,131,2,predicted,11,11,11,True,False,0.0004237861078282279,0.026945621306147416,0.0,False
intermittent,GCE,131,2,local,8,8,8,True,False,0.0004237861078282279,0.026945621306147416,23.817719442905627,False
intermittent,GCE,131,2,posterior,8,8,8,True,False,0.0004237861078282279,0.026945621306147416,23.817719442905627,False
intermittent,GCE,131,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,131,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,132,1,predicted,254,41,39,False,False,0.9800635113672153,1.665674813169764,0.0,False
intermittent,GCE,132,1,local,240,28,26,False,False,0.9895313170495076,1.5837324556165788,6.629409087563974,False
intermittent,GCE,132,1,posterior,240,28,26,False,False,0.9895313170495076,1.5837324556165788,6.629409087563974,False
intermittent,GCE,132,1,target_local,212,2,2,False,False,0.9895313170495076,1.2872458819894224,6.629409087563974,False
intermittent,GCE,132,1,target_posterior,212,2,2,False,False,0.9895313170495076,1.2872458819894224,6.629409087563974,False
intermittent,GCE,132,2,predicted,9,9,9,True,False,0.0004195482467499456,0.02763293502248132,0.0,False
intermittent,GCE,132,2,local,8,8,8,True,False,0.0004195482467499456,0.02763293502248132,25.072034910099433,False
intermittent,GCE,132,2,posterior,8,8,8,True,False,0.0004195482467499456,0.02763293502248132,25.072034910099433,False
intermittent,GCE,132,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,132,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,133,1,predicted,253,41,39,False,False,0.9796360038790126,1.5837324556165788,0.0,False
intermittent,GCE,133,1,local,239,28,26,False,False,0.9895414738351873,1.5661406437016714,6.632429656700442,False
intermittent,GCE,133,1,posterior,239,28,26,False,False,0.9895414738351873,1.5661406437016714,6.632429656700442,False
intermittent,GCE,133,1,target_local,212,2,2,False,False,0.9895414738351873,1.3587150380957507,6.632429656700442,False
intermittent,GCE,133,1,target_posterior,212,2,2,False,False,0.9895414738351873,1.3587150380957507,6.632429656700442,False
intermittent,GCE,133,2,predicted,8,8,8,True,False,0.0004153527642823951,0.028320248738815224,0.0,False
intermittent,GCE,133,2,local,7,7,7,True,False,0.0004153527642823951,0.028320248738815224,26.358675743376466,False
intermittent,GCE,133,2,posterior,7,7,7,True,False,0.0004153527642823951,0.028320248738815224,26.358675743376466,False
intermittent,GCE,133,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,133,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,134,1,predicted,252,41,39,False,False,0.9796460590968354,1.5661406437016714,0.0,False
intermittent,GCE,134,1,local,240,30,28,False,False,0.9891476418313044,1.578424112741605,6.674215171810671,False
intermittent,GCE,134,1,posterior,240,30,28,False,False,0.9891476418313044,1.578424112741605,6.674215171810671,False
intermittent,GCE,134,1,target_local,212,2,2,False,False,0.9891476418313044,1.4026593793520918,6.674215171810671,False
intermittent,GCE,134,1,target_posterior,212,2,2,False,False,0.9891476418313044,1.4026593793520918,6.674215171810671,False
intermittent,GCE,134,2,predicted,7,7,7,True,False,0.00041119923663957003,0.029007562455149127,0.0,False
intermittent,GCE,134,2,local,7,7,7,True,False,0.00041119923663968105,0.029007562455149127,27.677641942736727,False
intermittent,GCE,134,2,posterior,7,7,7,True,False,0.00041119923663968105,0.029007562455149127,27.677641942736727,False
intermittent,GCE,134,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,134,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,135,1,predicted,252,42,40,False,False,0.9792561654129913,1.578424112741605,0.0,False
intermittent,GCE,135,1,local,239,31,29,False,False,0.9911966854086206,1.2866279168906511,6.69293919278007,False
intermittent,GCE,135,1,posterior,239,31,29,False,False,0.9911966854086206,1.2866279168906511,6.69293919278007,False
intermittent,GCE,135,1,target_local,211,2,2,False,False,0.9911966854086206,1.015751352440809,6.69293919278007,False
intermittent,GCE,135,1,target_posterior,211,2,2,False,False,0.9911966854086206,1.015751352440809,6.69293919278007,False
intermittent,GCE,135,2,predicted,8,8,8,True,False,0.00040708724427329646,0.02969487617148303,0.0,False
intermittent,GCE,135,2,local,8,8,8,True,False,0.00040708724427329646,0.02969487617148303,29.02893350817999,False
intermittent,GCE,135,2,posterior,8,8,8,True,False,0.00040708724427329646,0.02969487617148303,29.02893350817999,False
intermittent,GCE,135,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,135,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,136,1,predicted,251,43,41,False,False,0.9812847185545344,1.2866279168906511,0.0,False
intermittent,GCE,136,1,local,243,33,31,False,False,0.9902275659401626,1.8566612609123117,7.692045362406317,False
intermittent,GCE,136,1,posterior,243,33,31,False,False,0.9902275659401626,1.8566612609123117,7.692045362406317,False
intermittent,GCE,136,1,target_local,212,2,2,False,False,0.9902275659401626,0.9627094881484872,7.692045362406317,False
intermittent,GCE,136,1,target_posterior,212,2,2,False,False,0.9902275659401626,0.9627094881484872,7.692045362406317,False
intermittent,GCE,136,2,predicted,9,9,9,True,False,0.00040301637183060013,0.030382189887816935,0.0,False
intermittent,GCE,136,2,local,7,7,7,True,False,0.00040301637183060013,0.030382189887816935,30.412550439706592,False
intermittent,GCE,136,2,posterior,7,7,7,True,False,0.00040301637183060013,0.030382189887816935,30.412550439706592,False
intermittent,GCE,136,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,136,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,137,1,predicted,256,46,44,False,False,0.980325290280761,1.8566612609123117,0.0,False
intermittent,GCE,137,1,local,239,30,29,False,False,0.9904804651921176,1.19222067669302,6.334488348007714,False
intermittent,GCE,137,1,posterior,239,30,29,False,False,0.9904804651921176,1.19222067669302,6.334488348007714,False
intermittent,GCE,137,1,target_local,212,2,2,False,False,0.9904804651921176,1.0874796442551016,6.334488348007714,False
intermittent,GCE,137,1,target_posterior,212,2,2,False,False,0.9904804651921176,1.0874796442551016,6.334488348007714,False
intermittent,GCE,137,2,predicted,7,7,7,True,False,0.00039898620811229524,0.03106950360415084,0.0,False
intermittent,GCE,137,2,local,6,6,6,True,False,0.00039898620811229524,0.03106950360415084,31.82849273731631,False
intermittent,GCE,137,2,posterior,6,6,6,True,False,0.00039898620811229524,0.03106950360415084,31.82849273731631,False
intermittent,GCE,137,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,137,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,138,1,predicted,250,41,40,False,False,0.9805756605401965,1.19222067669302,0.0,False
intermittent,GCE,138,1,local,239,28,27,False,False,0.9911383064507969,1.7590457891365445,7.559733873777393,False
intermittent,GCE,138,1,posterior,239,28,27,False,False,0.9911383064507969,1.7590457891365445,7.559733873777393,False
intermittent,GCE,138,1,target_local,210,2,1,False,False,0.9911383064507969,0.7576011826890401,3.804447148356207,False
intermittent,GCE,138,1,target_posterior,210,2,1,False,False,0.9911383064507969,0.7576011826890401,3.804447148356207,False
intermittent,GCE,138,2,predicted,9,9,9,True,False,0.000394996346031129,0.03175681732048474,0.0,False
intermittent,GCE,138,2,local,9,9,9,True,False,0.00039499634603124,0.03175681732048474,33.276760401009255,False
intermittent,GCE,138,2,posterior,9,9,9,True,False,0.00039499634603124,0.03175681732048474,33.276760401009255,False
intermittent,GCE,138,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,138,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,139,1,predicted,251,40,39,False,False,0.981226923386289,1.7590457891365445,0.0,False
intermittent,GCE,139,1,local,238,29,28,False,False,0.990578263652989,1.0958260857263113,5.978706635593607,False
intermittent,GCE,139,1,posterior,238,29,28,False,False,0.990578263652989,1.0958260857263113,5.978706635593607,False
intermittent,GCE,139,1,target_local,212,2,2,False,False,0.990578263652989,0.9708811968697678,5.978706635593607,False
intermittent,GCE,139,1,target_posterior,212,2,2,False,False,0.990578263652989,0.9708811968697678,5.978706635593607,False
intermittent,GCE,139,2,predicted,12,12,12,True,False,0.0003910463825709254,0.032444131036818646,0.0,False
intermittent,GCE,139,2,local,12,12,12,True,False,0.0003910463825709254,0.032444131036818646,34.75735343078543,False
intermittent,GCE,139,2,posterior,12,12,12,True,False,0.0003910463825709254,0.032444131036818646,34.75735343078543,False
intermittent,GCE,139,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,139,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,140,1,predicted,249,40,39,False,False,0.9806724810164591,1.0958260857263113,0.0,False
intermittent,GCE,140,1,local,237,26,25,False,False,0.9908440090533177,1.619160658267803,7.049747047948107,False
intermittent,GCE,140,1,posterior,237,26,25,False,False,0.9908440090533177,1.619160658267803,7.049747047948107,False
intermittent,GCE,140,1,target_local,210,2,1,False,False,0.9908440090533177,0.7237247873956436,3.927607760223868,False
intermittent,GCE,140,1,target_posterior,210,2,1,False,False,0.9908440090533177,0.7237247873956436,3.927607760223868,False
intermittent,GCE,140,2,predicted,15,15,15,True,False,0.00038713591874517395,0.03313144475315255,0.0,False
intermittent,GCE,140,2,local,13,13,13,True,False,0.00038713591874517395,0.03313144475315255,36.270271826644716,False
intermittent,GCE,140,2,posterior,13,13,13,True,False,0.00038713591874517395,0.03313144475315255,36.270271826644716,False
intermittent,GCE,140,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,140,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,141,1,predicted,250,39,38,False,False,0.9809355689627844,1.619160658267803,0.0,False
intermittent,GCE,141,1,local,240,27,26,False,False,0.9900199975389528,1.6745204359704566,7.147261174168913,False
intermittent,GCE,141,1,posterior,240,27,26,False,False,0.9900199975389528,1.6745204359704566,7.147261174168913,False
intermittent,GCE,141,1,target_local,211,2,2,False,False,0.9900199975389528,1.101619711943842,6.942580897921294,False
intermittent,GCE,141,1,target_posterior,211,2,2,False,False,0.9900199975389528,1.101619711943842,6.942580897921294,False
intermittent,GCE,141,2,predicted,15,15,15,True,False,0.00038326455955772776,0.033818758469486454,0.0,False
intermittent,GCE,141,2,local,11,11,11,True,False,0.00038326455955772776,0.033818758469486454,37.81551558858723,False
intermittent,GCE,141,2,posterior,11,11,11,True,False,0.00038326455955772776,0.033818758469486454,37.81551558858723,False
intermittent,GCE,141,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,141,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,142,1,predicted,253,40,39,False,False,0.9801197975635633,1.6745204359704566,0.0,False
intermittent,GCE,142,1,local,236,27,26,False,False,0.9910424151313459,1.189125023808844,6.326707852717462,False
intermittent,GCE,142,1,posterior,236,27,26,False,False,0.9910424151313459,1.189125023808844,6.326707852717462,False
intermittent,GCE,142,1,target_local,212,2,2,False,False,0.9910424151313459,0.5740211968482309,6.326707852717462,False
intermittent,GCE,142,1,target_posterior,212,2,2,False,False,0.9910424151313459,0.5740211968482309,6.326707852717462,False
intermittent,GCE,142,2,predicted,13,13,13,True,False,0.00037943191396216935,0.03450607218582036,0.0,False
intermittent,GCE,142,2,local,11,11,11,True,False,0.00037943191396205833,0.03450607218582036,39.39308471661309,False
intermittent,GCE,142,2,posterior,11,11,11,True,False,0.00037943191396205833,0.03450607218582036,39.39308471661309,False
intermittent,GCE,142,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,142,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,143,1,predicted,248,39,38,False,False,0.9811319909800325,1.189125023808844,0.0,False
intermittent,GCE,143,1,local,235,27,26,False,False,0.9908066289421363,1.3763025063848033,6.983744930557757,False
intermittent,GCE,143,1,posterior,235,27,26,False,False,0.9908066289421363,1.3763025063848033,6.983744930557757,False
intermittent,GCE,143,1,target_local,211,2,2,False,False,0.9908066289421363,0.9790962202058829,6.983744930557757,False
intermittent,GCE,143,1,target_posterior,211,2,2,False,False,0.9908066289421363,0.9790962202058829,6.983744930557757,False
intermittent,GCE,143,2,predicted,12,12,12,True,False,0.0003756375948225088,0.03519338590215426,0.0,False
intermittent,GCE,143,2,local,12,12,12,True,False,0.0003756375948225088,0.03519338590215426,41.00297921072183,False
intermittent,GCE,143,2,posterior,12,12,12,True,False,0.0003756375948225088,0.03519338590215426,41.00297921072183,False
intermittent,GCE,143,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,143,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,144,1,predicted,247,39,38,False,False,0.9808985626527149,1.3763025063848033,0.0,False
intermittent,GCE,144,1,local,237,27,26,False,False,0.99211746057305,0.7856482319606233,3.589345350054378,False
intermittent,GCE,144,1,posterior,237,27,26,False,False,0.99211746057305,0.7856482319606233,3.589345350054378,False
intermittent,GCE,144,1,target_local,210,2,1,False,False,0.99211746057305,0.4427915237539213,3.1276429712859866,False
intermittent,GCE,144,1,target_posterior,210,2,1,False,False,0.99211746057305,0.4427915237539213,3.1276429712859866,False
intermittent,GCE,144,2,predicted,14,14,14,True,False,0.0003718812188742149,0.035880699618488165,0.0,False
intermittent,GCE,144,2,local,14,14,14,True,False,0.0003718812188742149,0.035880699618488165,42.645199070913804,False
intermittent,GCE,144,2,posterior,14,14,14,True,False,0.0003718812188742149,0.035880699618488165,42.645199070913804,False
intermittent,GCE,144,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,144,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,145,1,predicted,250,40,39,False,False,0.9821962859673194,0.7856482319606233,0.0,False
intermittent,GCE,145,1,local,238,27,26,False,False,0.9907561242522551,1.5319434485185357,6.460575738935024,False
intermittent,GCE,145,1,posterior,237,27,26,False,False,0.6369733206151125,1.5319434485185355,6.460575738935025,False
intermittent,GCE,145,1,fused,240,29,28,False,False,0.6369733206151125,1.5319434485185355,6.460575738935025,False
intermittent,GCE,145,1,target_local,211,2,2,False,False,0.9907561242522551,0.8876721909146625,6.460575738935024,False
intermittent,GCE,145,1,target_posterior,211,2,2,False,False,0.6369733206151125,0.8876721909146665,6.460575738935025,False
intermittent,GCE,145,2,predicted,16,16,16,True,False,0.0003681624066854683,0.03656801333482207,0.0,False
intermittent,GCE,145,2,local,11,11,11,True,False,0.0003681624066854683,0.03656801333482207,44.31974429718912,False
intermittent,GCE,145,2,posterior,11,11,11,True,False,0.0003681624066854683,0.03656801333482207,44.31974429718912,False
intermittent,GCE,145,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,145,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,146,1,predicted,251,41,40,False,False,0.6306035874089614,1.5319434485185355,0.0,False
intermittent,GCE,146,1,local,243,30,29,False,False,0.9781704001325283,1.11738822249887,4.742716064589332,False
intermittent,GCE,146,1,posterior,238,25,24,False,False,0.3979510651401357,1.1173882224988696,9.580739797988088,False
intermittent,GCE,146,1,fused,243,30,29,False,False,0.3979510651401357,2.514890734364587,188.25674552006183,False
intermittent,GCE,146,1,target_local,212,1,1,False,False,0.9781704001325283,1.11738822249887,4.742716064589332,False
intermittent,GCE,146,1,target_posterior,212,1,1,False,False,0.20954862090128185,1.1173882224988696,4.742716064589331,False
intermittent,GCE,146,2,predicted,13,13,13,True,False,0.0003644807826186369,0.03725532705115597,0.0,False
intermittent,GCE,146,2,local,13,13,13,True,False,0.00036448078261874794,0.03725532705115597,46.026614889547545,False
intermittent,GCE,146,2,posterior,13,13,13,True,False,0.00036448078261874794,0.03725532705115597,46.026614889547545,False
intermittent,GCE,146,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,146,2,target_posterior,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,147,1,predicted,252,39,38,False,False,0.39397155448873433,1.2247924592789983,0.0,False
intermittent,GCE,147,1,local,246,34,33,False,False,0.8745160201319165,1.445850946295097,15.040672518800676,False
intermittent,GCE,147,1,posterior,246,34,33,False,False,0.8745160201319165,1.445850946295097,15.040672518800676,False
intermittent,GCE,147,1,target_local,217,5,5,False,False,0.8745160201319165,1.445850946295097,15.040672518800676,False
intermittent,GCE,147,1,target_posterior,217,5,5,False,False,0.8745160201319165,1.445850946295097,15.040672518800676,False
intermittent,GCE,147,2,predicted,15,15,15,True,False,0.0003608359747926393,0.03794264076748988,0.0,False
intermittent,GCE,147,2,local,12,12,12,True,False,0.0003608359747926393,0.03794264076748988,47.765810847989314,False
intermittent,GCE,147,2,posterior,242,31,30,False,False,0.554151614597478,1.4458509462951104,15.04067251880059,False
intermittent,GCE,147,2,fused,246,34,34,False,False,0.554151614597478,1.6273774167408002,15.04067251880059,False
intermittent,GCE,147,2,target_local,0,0,0,True,True,0.0,0.0,0.0,True
intermittent,GCE,147,2,target_posterior,216,5,5,False,False,0.07645938813292144,1.4458509462951104,15.04067251880059,False
intermittent,GCE,148,1,predicted,260,48,47,False,False,0.8657708599305974,1.445850946295097,0.0,False
intermittent,GCE,148,1,local,252,40,39,False,False,0.9871827258714924,1.674573223969671,16.593520839858428,False
intermittent,GCE,148,1,posterior,246,38,33,False,False,0.6784367072372021,1.6633174834368774,36.620811848300264,False
intermittent,GCE,148,1,fused,252,40,39,False,False,0.6784367072372021,1.6633174834368774,36.620811848300264,False
intermittent,GCE,148,1,target_local,215,1,1,False,False,0.9871827258714924,0.6676651418235426,3.082360799871145,False
intermittent,GCE,148,1,target_posterior,211,1,1,False,False,0.6784367072372021,1.0170218924137218,1.4003100281988292,False
intermittent,GCE,148,2,predicted,245,34,33,False,False,0.5486100984515032,1.4458509462951104,0.0,False
intermittent,GCE,148,2,local,243,32,31,False,False,0.5486100984515033,3.6762713674838317,35.28852659014738,False
intermittent,GCE,148,2,posterior,246,38,33,False,False,0.6784367072372052,1.6633174834368774,36.620811848300264,False
intermittent,GCE,148,2,fused,252,40,39,False,False,0.6784367072372052,1.6633174834368774,36.620811848300264,False
intermittent,GCE,148,2,target_local,0,1,0,False,False,0.0,0.0,0.0,False
intermittent,GCE,148,2,target_posterior,211,1,1,False,False,0.6784367072372052,1.0170218924137218,1.4003100281988292,False
intermittent,GCE,149,1,predicted,260,52,47,False,False,0.67165234016483,1.6633174834368774,0.0,False
intermittent,GCE,149,1,local,251,40,38,False,False,0.9611171232969817,2.3868254449572883,39.4406914679966,False
intermittent,GCE,149,1,posterior,248,38,35,False,False,0.8025531047168144,1.4630242040271488,51.82813130817368,False
intermittent,GCE,149,1,fused,251,40,38,False,False,0.8025531047168144,23.12578061389344,84.31452598368239,False
intermittent,GCE,149,1,target_local,212,1,1,False,False,0.9611171232969817,1.097841553275671,3.1371494014075854,False
intermittent,GCE,149,1,target_posterior,2,1,0,False,False,0.0,0.0,0.0,False
intermittent,GCE,149,2,predicted,250,42,37,False,False,0.6716523401648331,1.6633174834368774,0.0,False
intermittent,GCE,149,2,local,242,36,30,False,False,0.5670626959505548,2.031882984421301,18.84405667150969,False
